Description,Test_ID,anger,boredom,enthusiasm,fun,happiness,hate,love,neutral,relief,sadness,surprise,worry
i am depressed and i feel less vital than lenny and squiggys last sperm count,21093,0,0,0,0,0,0,0,0,0,1,0,0
i wasn t feeling like blogging somehow melancholy and summertime sadness got the better of me,21111,0,0,0,0,0,0,0,0,0,1,0,0
i feel hesitant to label what i feel sadness,21200,0,0,0,0,0,0,0,0,0,1,0,0
i feel that i can t even understand my body and that makes me even more depressed,21207,0,0,0,0,0,0,0,0,0,1,0,0
i was so looking forward to the trip and feeling really depressed that it might not work out,21229,0,0,0,0,0,0,0,0,0,1,0,0
i am feeling so sad right now,21257,0,0,0,0,0,0,0,0,0,1,0,0
i was feeling a bit melancholy,21287,0,0,0,0,0,0,0,0,0,1,0,0
im feeling sad i remember him which only makes me more sad,21317,0,0,0,0,0,0,0,0,0,1,0,0
i used to discuss with glen helberg how unemployed people are subject to feeling depressed on holidays,21388,0,0,0,0,0,0,0,0,0,1,0,0
i wonder how he feels when were going through struggles hardships pain sadness discontent feeling horrible about ourselves staying in bad situations being abused mistreated,21394,0,0,0,0,0,0,0,0,0,1,0,0
i remember in particular one new years day in high school when i was feeling all tragic and melancholy and generally fifteen year old girl ish,21424,0,0,0,0,0,0,0,0,0,1,0,0
im beautiful when i feel ugly kiss my forehead when i feel unloved make me laugh when i feel sad say cute things to make me laugh,21479,0,0,0,0,0,0,0,0,0,1,0,0
i could not get thrilled i could not get sad and honestly i do not even bear in mind feeling satisfied,21574,0,0,0,0,0,0,0,0,0,1,0,0
im sad and weepy of course but im feeling a little more numb,21614,0,0,0,0,0,0,0,0,0,1,0,0
i find myself having much more time to think about myself without feeling depressed to actually be able to write and imagine without feeling trapped or like i am missing out on something a near constant feeling i have in cities,21643,0,0,0,0,0,0,0,0,0,1,0,0
i went home for a little bit yesterday to feed sweetpea i feel so sad leaving her there but moms is not the place for her,21705,0,0,0,0,0,0,0,0,0,1,0,0
i constantly feel depressed but i know its just because i havent spent nearly enough time with myself or more importantly for myself,21735,0,0,0,0,0,0,0,0,0,1,0,0
i do not get depressed easily however i will feel enraged when things do not go my way,21758,0,0,0,0,0,0,0,0,0,1,0,0
i sometimes feel that our kids are disadvantaged when the inevitable what did you get,21887,0,0,0,0,0,0,0,0,0,1,0,0
i feel a kind of sadness for the television shows and popular culture push for birth mothers who havent finished school and have no real means of support to keep their babies,21917,0,0,0,0,0,0,0,0,0,1,0,0
i sit in the garden of my chambre dhote in the loire valley and surprisingly i do not feel sad,21932,0,0,0,0,0,0,0,0,0,1,0,0
i thought i might feel a little sad about it but truly i am just thrilled to be out there in my cute new dress cheering for my loved ones and friends,21959,0,0,0,0,0,0,0,0,0,1,0,0
i was still feeling bitchy not sad,21995,0,0,0,0,0,0,0,0,0,1,0,0
i don t ever feel insecure or sad,21999,0,0,0,0,0,0,0,0,0,1,0,0
i feel awful and depressed and i don t want to let her know how bad i m doing because she d only tell my nan who d tell my grandad who d tell my dad,22010,0,0,0,0,0,0,0,0,0,1,0,0
i am feeling totally listless weak and super sad,22045,0,0,0,0,0,0,0,0,0,1,0,0
i feel the melancholy of what cannot be seen yet evident upon itself,22166,0,0,0,0,0,0,0,0,0,1,0,0
after the funeral of an acquaintance i felt very depressed that feeling turned into joy when i heard that i had achieved a good grade for an examination,22191,0,0,0,0,0,0,0,0,0,1,0,0
i was feeling depressed i asked myself what i was thinking that felt sad or depressing,22270,0,0,0,0,0,0,0,0,0,1,0,0
i was feeling a bit melancholy that evening as we waited for our table at the bar,22343,0,0,0,0,0,0,0,0,0,1,0,0
i was feeling a bit melancholy and after some reflection put my finger on its source,22395,0,0,0,0,0,0,0,0,0,1,0,0
im feeling slightly melancholy tonight,22414,0,0,0,0,0,0,0,0,0,1,0,0
i seem to go up and down on the emotional scale every day one moment feeling ok with it knowing she is good and will arrive soon and the next im sad frustrated and just want to give birth to meet my little baby,22455,0,0,0,0,0,0,0,0,0,1,0,0
i am told you dont go to funerals to mourn the death but to celebrate the life or you go to funerals to support the remaining family i for one certainly dont feel like celebrating or feel very supportive when i am all sad and or crying at a funeral,22465,0,0,0,0,0,0,0,0,0,1,0,0
i feel sad to leave behind as and are my favorite numbers,22471,0,0,0,0,0,0,0,0,0,1,0,0
i do not feel regretful actually only sad,22529,0,0,0,0,0,0,0,0,0,1,0,0
i was kinda sad and quiet at work and my coworker finally managed to make me feel badly enough for not trusting her that i finally blurted the whole thing out and to my surprise she was just fine about it,22650,0,0,0,0,0,0,0,0,0,1,0,0
i think the movie set out with huge ambition to do something that was not possible within their budget and or time restraints and so the product was something that was left severely lacking and at the end left me feeling melancholy and emotional,22674,0,0,0,0,0,0,0,0,0,1,0,0
i usually come to this sort of virtual diary when im feeling shitty but im much better than i was before so this wont be a sappy post about how im feeling depressed about kait,22718,0,0,0,0,0,0,0,0,0,1,0,0
i continued to tackle my if i have time to do list but i do remember by about thursday feeling a bit of that impatient unmotivation kicking in almost a little depressed that the baby was clearly so content to hang out in utero indefinitely,22864,0,0,0,0,0,0,0,0,0,1,0,0
i feel depressed all the time,22867,0,0,0,0,0,0,0,0,0,1,0,0
i am feeling a little sad today,22868,0,0,0,0,0,0,0,0,0,1,0,0
i allowed myself to know was that where i had always before loved airports for their feeling of adventure and connection now this strange place of terminals and cold clacking heels and overpriced bagels felt deeply sad to me,22886,0,0,0,0,0,0,0,0,0,1,0,0
i felt very sad when i heard that a friend had committed suicide,22949,0,0,0,0,0,0,0,0,0,1,0,0
i feel so helpless and in despair cause your sadness i want a share,22984,0,0,0,0,0,0,0,0,0,1,0,0
i think its ok to feel melancholy,23023,0,0,0,0,0,0,0,0,0,1,0,0
i feel sad when i look at her,23042,0,0,0,0,0,0,0,0,0,1,0,0
i feel grumpy shine when i feel sad shine when i feel hopeless shine when i feel lost shine when i feel like god doesn t hear shine when i feel alone shine when i feel defeated shine regardless of how we feel those emotions will pass but the light we give will last,23067,0,0,0,0,0,0,0,0,0,1,0,0
i thought this little angel was perfect to represent both the sadness i feel but also the hope and protection that angels always symbolize to me and that i am sending out to all those who are still suffering,23073,0,0,0,0,0,0,0,0,0,1,0,0
im feeling so sad and emo ish,23125,0,0,0,0,0,0,0,0,0,1,0,0
i know that it is not always easy we feel depressed we want to eat food that will harm us but try starting with a healthy breakfast and then go from there,23260,0,0,0,0,0,0,0,0,0,1,0,0
i could have easily believed that it has nothing to do with me as a person or how i look or whatever but my self esteem took a negative dip and i started to feel very depressed sitting alone in public,23316,0,0,0,0,0,0,0,0,0,1,0,0
i had free hours to spare id play as peshe and kafka and id have a great time and id feel less listless and sad if only for talking to you every day but right now i feel pretty much incompetent and shitty compared to all my peers at risd,23336,0,0,0,0,0,0,0,0,0,1,0,0
my boyfriend is a soldier he was on a leave i felt sad when we had to get separated again,23343,0,0,0,0,0,0,0,0,0,1,0,0
i feel slightly saddened to know that some of the kids have also resigned during my absence,23415,0,0,0,0,0,0,0,0,0,1,0,0
i dont know how fair wilburs judgment of plath is and i feel empathy for her suffering and sadness that she lost her battle one that i know is brutal,23449,0,0,0,0,0,0,0,0,0,1,0,0
i can tell that you are sensing that something big is coming something that will change things around here for good and it makes me sort of sad because it causes you to feel unsure but you know what,23493,0,0,0,0,0,0,0,0,0,1,0,0
i was really upset about it and still feel sadness but i am convinced that if it is meant to be it will happen,23551,0,0,0,0,0,0,0,0,0,1,0,0
im feeling a bit melancholy for some reason so im not going to post further for now but hopefully this re discovery of my old thoughts and goals will help me to re align my focus a bit,23562,0,0,0,0,0,0,0,0,0,1,0,0
im feeling sad or lonely,23723,0,0,0,0,0,0,0,0,0,1,0,0
i feel melancholy and homesick,23732,0,0,0,0,0,0,0,0,0,1,0,0
i woke up feeling profoundly depressed,23831,0,0,0,0,0,0,0,0,0,1,0,0
i feel my dreams are just melancholy memories replaying i my mind while im asleep,23859,0,0,0,0,0,0,0,0,0,1,0,0
ill admit up front that the sexual misadventures of a year old white guy arent really going to move me much so i was feeling rather hostile toward the start of the novel,23882,0,0,0,0,0,0,0,0,0,1,0,0
im still in my pajamas feeling less handsome and more homely less prodigious and more pitiful and i dont know whether it is sad thing nor a liberating thing,24039,0,0,0,0,0,0,0,0,0,1,0,0
i am easily rubbed the wrong way and i feel cranky and sad all at once,24103,0,0,0,0,0,0,0,0,0,1,0,0
i wrote a status in my bbm a friend who claims not feel disgusted of anything you do because i know you too long said that sometimes i feel happy to know that you are sad,24114,0,0,0,0,0,0,0,0,0,1,0,0
i was feeling really lonely in my grief and heavy with sadness and thats when god used one of my daughters to whisper to my heart that he cared and was listening more than i realized,24127,0,0,0,0,0,0,0,0,0,1,0,0
i cannot help but feel an overwhelming amount of discontent and sadness with what is going on in my life,24224,0,0,0,0,0,0,0,0,0,1,0,0
i have since donated hair to this cause before and its one of the best feelings in the world to know you are helping a financially disadvantaged child in need,24276,0,0,0,0,0,0,0,0,0,1,0,0
i am seriously sad that i feel like i have missed out,24279,0,0,0,0,0,0,0,0,0,1,0,0
i shouldnt be feeling so sad ill be seeing them soon,24304,0,0,0,0,0,0,0,0,0,1,0,0
i am feeling fine other than feeling big and sad that im not working out at all,24317,0,0,0,0,0,0,0,0,0,1,0,0
i like that because in the past i have lived under a lot of depressed feelings suffering under the idea that things would never get any better but only worse,24383,0,0,0,0,0,0,0,0,0,1,0,0
im feeling so horribly depressed today more than usual,24441,0,0,0,0,0,0,0,0,0,1,0,0
im a terrible correspond er and when im feeling depressed or overwhelmed i dont feel like baring my soul to the public a nearly constant condition for me and i hope for my blog to be a little more personal to my thoughts and feelings than simply a photo album brag fest about everything fun we do,24456,0,0,0,0,0,0,0,0,0,1,0,0
i didnt get the rd day blues this time either although ive definitely been feeling a bit sad and hormonal every so often just because its all gone so fast and im really sad that its our last little newborn,24459,0,0,0,0,0,0,0,0,0,1,0,0
i tell myself to let go there is a sadness alongside the feeling of being free,24552,0,0,0,0,0,0,0,0,0,1,0,0
i am feeling messy and confused and a bit depressed,24566,0,0,0,0,0,0,0,0,0,1,0,0
i was feeling irritated or even sad for no reason,24761,0,0,0,0,0,0,0,0,0,1,0,0
im feeling all melancholy and i really hate that,24841,0,0,0,0,0,0,0,0,0,1,0,0
i feel as if i am sad over nothing,24922,0,0,0,0,0,0,0,0,0,1,0,0
i feel like after this im just going to go out at prepare myself for another vigorous week of serving the lord but sadly i know that isnt true,25002,0,0,0,0,0,0,0,0,0,1,0,0
i feel broke and i am so very very very depressed i miss him so much but i am so very glad that he was in my life because he brought me great great joy and happiness,25058,0,0,0,0,0,0,0,0,0,1,0,0
i started feeling sad about friendships,25092,0,0,0,0,0,0,0,0,0,1,0,0
i want to be feeling happiness and melancholy alike are a must even failure,25150,0,0,0,0,0,0,0,0,0,1,0,0
i knew that it had been nineteen years since the last movie indiana jones and the last crusade and i had a feeling that lucas and spielberg were going to try and make a movie that would not only satisfy the faithful but attract a whole new fan base as well,25178,0,0,0,0,0,0,0,0,0,1,0,0
i feel so disadvantaged and alone in life i know others have it far worse but thats not my point here,25297,0,0,0,0,0,0,0,0,0,1,0,0
i have a lot to learn but when i feel discouraged and depressed and embarrassed to even show my face because i am so terrible at it i just dont care,25300,0,0,0,0,0,0,0,0,0,1,0,0
i feel listless sluggish and endlessly sad,25349,0,0,0,0,0,0,0,0,0,1,0,0
ive been feeling pretty melancholy lately,25451,0,0,0,0,0,0,0,0,0,1,0,0
i left feeling helpless and more than a little sad,25479,0,0,0,0,0,0,0,0,0,1,0,0
im sure he was feeling a little helpless upon receiving my sad text messages but luckily for him he had unknowingly planned ahead,25560,0,0,0,0,0,0,0,0,0,1,0,0
i am not depressed exactly it s just i want to motivate myself to do art or to do something to make money so i can feel i can survive in this world without anybody supporting me financially,25595,0,0,0,0,0,0,0,0,0,1,0,0
i that wasnt and then the anger of the friend when you noticed that ring and i didnt feel joyful i felt sad and sadness,25653,0,0,0,0,0,0,0,0,0,1,0,0
i feel joy with a bit of melancholy for spice,25669,0,0,0,0,0,0,0,0,0,1,0,0
i feel like i should just quit everything sit in my room all day and write sad poetrys about my existential angst,25670,0,0,0,0,0,0,0,0,0,1,0,0
i treasure all the actual physical hugs and kisses that we ve shared but at least our skype dates help me feel less lonely and depressed about not being near him,25677,0,0,0,0,0,0,0,0,0,1,0,0
